site_id,direction,day,hour,latitude,longitude,actual_count,predicted_count,signed_error
116,out,15,3,50.99861,3.80406,0.0,0.24788118824885597,-0.24788118824885597
116,out,15,4,50.99861,3.80406,0.0,0.2636769619757197,-0.2636769619757197
116,out,15,5,50.99861,3.80406,1.0,1.1404776957024025,-0.14047769570240254
116,out,15,6,50.99861,3.80406,0.0,2.6786851169088197,-2.6786851169088197
116,out,15,7,50.99861,3.80406,0.0,7.561182751696828,-7.561182751696828
116,out,15,8,50.99861,3.80406,1.0,15.316526501184399,-14.316526501184399
116,out,15,9,50.99861,3.80406,0.0,7.116237008613901,-7.116237008613901
116,out,15,10,50.99861,3.80406,0.0,7.116237008613901,-7.116237008613901
116,out,15,11,50.99861,3.80406,1.0,7.540740518562402,-6.540740518562402
116,out,15,12,50.99861,3.80406,1.0,8.78472467454207,-7.784724674542071
116,out,15,13,50.99861,3.80406,0.0,11.73857671367281,-11.73857671367281
116,out,15,14,50.99861,3.80406,0.0,11.73857671367281,-11.73857671367281
116,out,15,15,50.99861,3.80406,1.0,14.746781517023885,-13.746781517023885
116,out,15,16,50.99861,3.80406,0.0,14.746781517023885,-14.746781517023885
116,out,15,17,50.99861,3.80406,2.0,14.746781517023885,-12.746781517023885
116,out,15,18,50.99861,3.80406,0.0,10.203101200205964,-10.203101200205964
116,out,15,19,50.99861,3.80406,1.0,6.6505972662041275,-5.6505972662041275
116,out,15,20,50.99861,3.80406,1.0,6.12682497512701,-5.12682497512701
116,out,15,21,50.99861,3.80406,0.0,4.5337729800261295,-4.5337729800261295
116,out,15,22,50.99861,3.80406,0.0,3.6530025952583274,-3.6530025952583274
116,out,15,23,50.99861,3.80406,0.0,1.351165475201102,-1.351165475201102
117,in,15,0,50.99861,3.80406,0.0,0.7635879857285539,-0.7635879857285539
117,in,15,1,50.99861,3.80406,0.0,0.2505712890865723,-0.2505712890865723
117,in,15,2,50.99861,3.80406,0.0,0.24788118824885597,-0.24788118824885597
117,in,15,3,50.99861,3.80406,0.0,0.24788118824885597,-0.24788118824885597
117,in,15,4,50.99861,3.80406,0.0,0.2636769619757197,-0.2636769619757197
117,in,15,5,50.99861,3.80406,0.0,1.1404776957024025,-1.1404776957024025
117,in,15,6,50.99861,3.80406,8.0,2.6786851169088197,5.32131488309118
117,in,15,7,50.99861,3.80406,21.0,7.561182751696828,13.438817248303172
117,in,15,8,50.99861,3.80406,61.0,15.316526501184399,45.6834734988156
117,in,15,9,50.99861,3.80406,15.0,7.116237008613901,7.883762991386099
117,in,15,10,50.99861,3.80406,9.0,7.116237008613901,1.8837629913860994
117,in,15,11,50.99861,3.80406,10.0,7.540740518562402,2.4592594814375976
117,in,15,12,50.99861,3.80406,15.0,8.78472467454207,6.215275325457929
117,in,15,13,50.99861,3.80406,21.0,11.73857671367281,9.26142328632719
117,in,15,14,50.99861,3.80406,15.0,11.73857671367281,3.26142328632719
117,in,15,15,50.99861,3.80406,23.0,14.746781517023885,8.253218482976115
117,in,15,16,50.99861,3.80406,30.0,14.746781517023885,15.253218482976115
117,in,15,17,50.99861,3.80406,24.0,14.746781517023885,9.253218482976115
117,in,15,18,50.99861,3.80406,24.0,10.203101200205964,13.796898799794036
117,in,15,19,50.99861,3.80406,10.0,6.6505972662041275,3.3494027337958725
117,in,15,20,50.99861,3.80406,25.0,6.12682497512701,18.87317502487299
117,in,15,21,50.99861,3.80406,11.0,4.5337729800261295,6.4662270199738705
117,in,15,22,50.99861,3.80406,4.0,3.6530025952583274,0.3469974047416726
117,in,15,23,50.99861,3.80406,1.0,1.351165475201102,-0.351165475201102
117,out,15,0,50.99861,3.80406,0.0,0.7635879857285539,-0.7635879857285539
117,out,15,1,50.99861,3.80406,0.0,0.2505712890865723,-0.2505712890865723
117,out,15,2,50.99861,3.80406,0.0,0.24788118824885597,-0.24788118824885597
117,out,15,3,50.99861,3.80406,0.0,0.24788118824885597,-0.24788118824885597
117,out,15,4,50.99861,3.80406,0.0,0.2636769619757197,-0.2636769619757197
117,out,15,5,50.99861,3.80406,0.0,1.1404776957024025,-1.1404776957024025
117,out,15,6,50.99861,3.80406,0.0,2.6786851169088197,-2.6786851169088197
117,out,15,7,50.99861,3.80406,0.0,7.561182751696828,-7.561182751696828
117,out,15,8,50.99861,3.80406,0.0,15.316526501184399,-15.316526501184399
117,out,15,9,50.99861,3.80406,1.0,7.116237008613901,-6.116237008613901
117,out,15,10,50.99861,3.80406,0.0,7.116237008613901,-7.116237008613901
117,out,15,11,50.99861,3.80406,2.0,7.540740518562402,-5.540740518562402
117,out,15,12,50.99861,3.80406,0.0,8.78472467454207,-8.78472467454207
117,out,15,13,50.99861,3.80406,0.0,11.73857671367281,-11.73857671367281
117,out,15,14,50.99861,3.80406,0.0,11.73857671367281,-11.73857671367281
117,out,15,15,50.99861,3.80406,3.0,14.746781517023885,-11.746781517023885
117,out,15,16,50.99861,3.80406,1.0,14.746781517023885,-13.746781517023885
117,out,15,17,50.99861,3.80406,1.0,14.746781517023885,-13.746781517023885
117,out,15,18,50.99861,3.80406,1.0,10.203101200205964,-9.203101200205964
